"DeployID","Platform ID No.","Prg No.","Latitude","Longitude","Loc. quality","Loc. date","Loc. type","Altitude","Pass","Sat.","Mote Id","Frequency","Msg Date","Comp.","Msg","> - 120 DB","Best level","Delta freq.","Long. 1","Lat. sol. 1","Long. 2","Lat. sol. 2","Loc. idx","Nopc","Error radius","Semi-major axis","Semi-minor axis","Ellipse orientation","GDOP","SENSOR #01","SENSOR #02","SENSOR #03","SENSOR #04","SENSOR #05","SENSOR #06","SENSOR #07","SENSOR #08","SENSOR #09","SENSOR #10","SENSOR #11","SENSOR #12","SENSOR #13","SENSOR #14","SENSOR #15","SENSOR #16","SENSOR #17","SENSOR #18","SENSOR #19","SENSOR #20","SENSOR #21","SENSOR #22","SENSOR #23","SENSOR #24","SENSOR #25","SENSOR #26","SENSOR #27","SENSOR #28","SENSOR #29","SENSOR #30","SENSOR #31","SENSOR #32"
"",85492,4257,15.242,145.838,0,08/21/2013 03:47:02,Argos,,708,P,,401677401,08/21/2013 03:41:25,1,5,,-122,401677401,145.838,15.242,,,,,,,,,,115,216,182,42,50,144,28,117,178,67,218,245,137,52,19,70,236,242,111,69,127,124,94,74,217,125,238,,,,,
"",85492,4257,15.242,145.838,0,08/21/2013 03:47:02,Argos,,708,P,,401677401,08/21/2013 03:42:47,1,5,,-122,401677401,145.838,15.242,,,,,,,,,,115,216,182,42,50,144,28,117,178,67,218,245,190,248,38,106,54,192,202,79,203,108,39,35,93,166,24,,,,,
"",85492,4257,15.242,145.838,0,08/21/2013 03:47:02,Argos,,708,P,,401677401,08/21/2013 03:45:52,1,5,,-122,401677401,145.838,15.242,,,,,,,,,,115,216,182,42,50,208,161,143,117,239,98,90,25,98,17,111,101,14,199,84,202,96,82,184,38,148,210,,,,,
"",85492,4257,15.242,145.838,0,08/21/2013 03:47:02,Argos,,708,P,,401677401,08/21/2013 03:51:55,1,5,,-122,401677401,145.838,15.242,,,,,,,,,,115,216,182,42,50,144,42,170,238,253,81,85,85,33,216,174,208,134,85,88,56,109,136,21,138,180,42,,,,,
"",85492,4257,15.242,145.838,0,08/21/2013 03:47:02,Argos,,708,P,,401677401,08/21/2013 03:53:13,1,5,,-122,401677401,145.838,15.242,,,,,,,,,,115,216,182,42,50,144,28,125,21,62,9,208,215,4,157,202,183,7,50,102,33,40,121,211,47,254,47,,,,,
"",85492,4257,15.205,145.705,B,08/21/2013 04:43:34,Argos,,428,N,,401677409,08/21/2013 04:40:00,1,2,,-127,401677409,145.705,15.205,,,,,,,,,,115,216,182,42,50,144,134,77,77,146,117,222,179,221,14,114,203,116,138,82,70,113,24,224,154,103,46,,,,,
"",85492,4257,15.205,145.705,B,08/21/2013 04:43:34,Argos,,428,N,,401677409,08/21/2013 04:47:08,1,2,,-127,401677409,145.705,15.205,,,,,,,,,,0,6,42,80,234,84,50,,,,,,,,,,,,,,,,,,,,,,,,,
"",85492,4257,15.185,145.633,B,08/21/2013 06:27:36,Argos,,0,N,,401677426,08/21/2013 06:27:36,1,1,,-127,401677426,145.633,15.185,,,,,,,,,,67,172,182,42,16,126,129,0,0,8,0,0,64,0,0,,,,,,,,,,,,,,,,,
"",85492,4257,15.191,145.654,B,08/21/2013 06:48:32,Argos,,0,K,,401677407,08/21/2013 06:48:32,1,1,,-131,401677407,145.654,15.191,,,,,,,,,,115,216,182,42,50,144,28,117,178,67,218,245,137,52,19,78,164,178,207,112,69,68,241,183,173,40,90,,,,,
"",85492,4257,15.222,145.706,B,08/21/2013 08:04:40,Argos,,302,R,,401677405,08/21/2013 08:02:09,1,2,,-126,401677405,145.706,15.222,,,,,,,,,,24,125,102,42,24,92,86,17,148,146,21,130,177,139,81,,,,,,,,,,,,,,,,,
