DeployID,Ptt,Instr,Date,Duplicates,Satellite,LocationQuality,Latitude,Longitude,Reason,Possible Timestamp,Possible Type,Byte 0,Byte 1,Byte 2,Byte 3,Byte 4,Byte 5,Byte 6,Byte 7,Byte 8,Byte 9,Byte 10,Byte 11,Byte 12,Byte 13,Byte 14,Byte 15,Byte 16,Byte 17,Byte 18,Byte 19,Byte 20,Byte 21,Byte 22,Byte 23,Byte 24,Byte 25,Byte 26,Byte 27,Byte 28,Byte 29,Byte 30,Byte 31
176770,176770,Mk10,22:39:21 06-Aug-2018,,,2,47.6768,-122.1270,CRC 13008.41234,22:39:21 06-Aug-2018,Status,6,190,99,105,212,0,63,34,39,212,64,5,192,80,156,157,68,0,3,50,208,128,16,128,0,255,192,,,,,
176770,176770,Mk10,01:43:21 07-Aug-2018,,,3,47.6775,-122.1346,CRC 27481.36800,,TAD,22,181,148,26,212,0,247,50,55,228,64,69,192,0,151,253,60,4,3,210,167,128,16,128,0,255,192,,,,,
176770,176770,Mk10,01:49:21 07-Aug-2018,,,3,47.6775,-122.1346,CRC 11295.49071,01:49:21 07-Aug-2018,Status,6,181,150,28,84,0,253,50,55,212,64,5,192,0,151,253,56,4,3,44,31,136,16,164,2,219,164,,,,,
176770,176770,Mk10,02:08:21 07-Aug-2018,,,A,47.6776,-122.1348,CRC 62280.22871,10:08:20 07-Aug-2018,Status,6,2,14,162,20,243,72,50,23,228,64,5,192,0,151,253,64,4,2,128,16,132,2,255,192,0,0,,,,,
176770,176770,Mk10,05:44:52 04-Jun-2019,,,,,,CRC 37672.19930,,TAT,41,50,143,204,129,3,179,20,193,3,75,136,25,9,22,0,235,196,28,153,60,118,208,210,48,128,109,,,,,
176770,176770,Mk10,09:10:30 04-Jun-2019,,,,,,CRC 50729.41650,05:56:53 04-Jun-2019,Fast-GPS,124,98,157,136,95,141,64,82,99,121,64,78,147,205,102,63,171,247,134,168,76,63,99,240,69,172,6,78,53,164,131,
176770,176770,Mk10,10:52:34 04-Jun-2019,,,,,,CRC 59289.62777,10:52:34 04-Jun-2019,Fast-GPS,126,121,150,115,243,130,144,88,229,168,105,19,77,121,161,71,228,95,78,32,139,120,119,126,104,12,177,31,156,226,1,
176770,176770,Mk10,18:17:30 04-Jun-2019,,,,,,CRC 55061.57109,06:00:00 04-Jun-2019,TAT,45,113,93,136,96,156,119,1,0,128,0,,,,,,,,,,,,,,,,,,,,,
176770,176770,Mk10,18:17:45 04-Jun-2019,,,,,,CRC 40547.40555,08:51:50 04-Jun-2019,Fast-GPS,121,230,61,136,135,60,157,40,145,163,195,238,127,176,137,217,54,227,177,87,205,27,146,191,40,68,22,145,166,110,78,
176770,176770,Mk10,23:34:07 04-Jun-2019,,,,,,CRC 60099.41088,06:34:02 04-Jun-2019,Fast-GPS,126,172,61,136,102,32,155,210,7,198,99,198,199,5,131,35,173,1,193,22,24,15,128,192,14,51,192,223,204,225,255,
176770,176770,Mk10,07:17:09 05-Jun-2019,,,,,,CRC 22683.26025,06:53:22 04-Jun-2019,Fast-GPS,117,137,189,136,103,85,156,99,163,56,91,58,67,172,23,254,131,22,198,54,62,77,143,134,219,231,51,184,69,118,63,
176770,176770,Mk10,08:54:39 05-Jun-2019,,,,,,CRC 54230.36825,05:08:00 04-Feb-2019,Fast-GPS,125,61,108,136,84,128,24,117,25,43,138,62,112,191,131,199,138,205,203,177,108,32,4,64,49,43,80,33,105,212,144,
176770,176770,Mk10,11:28:43 06-Jun-2019,,,,,,CRC 21305.35640,06:00:00 05-Jun-2019,DiveDuration,69,51,157,138,96,60,134,0,4,0,0,0,0,1,32,,,,,,,,,,,,,,,,,
176770,176770,Mk10,19:40:45 06-Jun-2019,,,2,15.1648,137.1051,CRC 53536.51219,08:33:47 04-Jun-2019,Fast-GPS,125,18,13,136,134,27,219,155,164,98,48,185,111,30,227,12,242,104,66,0,254,155,16,36,180,206,34,79,229,212,72,
176770,176770,Mk10,19:41:18 06-Jun-2019,,,2,15.1648,137.1051,CRC 44887.28374,18:00:00 05-Jun-2019,TAT,42,245,125,139,32,154,122,,,,,,,,,,,,,,,,,,,,,,,,,
176770,176770,Mk10,19:46:41 06-Jun-2019,,,2,15.1648,137.1051,CRC 11438.2943,12:00:00 05-Jun-2019,DiveDuration,66,202,237,138,192,62,130,32,8,57,135,151,255,146,14,58,96,93,0,,,,,,,,,,,,,
176770,176770,Mk10,19:47:34 06-Jun-2019,,,2,15.1648,137.1051,CRC 33751.35436,01:06:52 01-Oct-2017,Fast-GPS,120,61,118,130,28,109,30,35,245,92,37,226,51,244,230,55,170,56,92,1,144,108,193,115,96,105,139,76,19,183,31,
176770,176770,Mk10,20:20:04 06-Jun-2019,,,B,15.1660,137.1272,CRC 47926.54424,00:00:00 05-Jun-2019,DiveDepth,59,179,109,138,10,128,0,4,8,16,97,0,3,0,20,,,,,,,,,,,,,,,,,
176770,176770,Mk10,20:56:03 06-Jun-2019,,,A,13.4419,144.6080,CRC 60099.14280,06:34:02 04-Jun-2019,Fast-GPS,126,172,61,136,102,32,155,210,7,198,99,198,199,5,131,35,173,5,200,86,1,45,177,243,148,169,199,220,161,38,58,
176770,176770,Mk10,23:27:39 06-Jun-2019,,,B,9.9506,160.2250,CRC 8439.57974,12:00:00 06-Jun-2019,TAT,34,15,125,140,192,154,120,24,205,128,0,,,,,,,,,,,,,,,,,,,,,
176770,176770,Mk10,07:14:48 07-Jun-2019,,,B,13.4141,144.6379,CRC 46372.21386,07:04:25 04-Jun-2019,Fast-GPS,123,82,77,136,116,70,89,112,47,121,177,157,45,177,143,33,148,59,125,134,186,62,199,244,117,213,165,133,18,255,59,
176770,176770,Mk10,09:34:28 07-Jun-2019,,,B,13.4193,144.6374,CRC 50729.15565,05:56:23 04-Jun-2019,Fast-GPS,124,98,157,136,87,133,216,255,144,130,188,177,101,234,249,236,226,81,172,134,70,226,206,28,148,129,246,1,165,230,246,
176770,176770,Mk10,19:49:53 07-Jun-2019,,,B,13.4259,144.6533,CRC 7510.6218,04:00:00 13-Jun-2019,TAT,33,213,109,154,65,120,52,,,,,,,,,,,,,,,,,,,,,,,,,
176770,176770,Mk10,19:52:08 07-Jun-2019,,,B,13.4259,144.6533,CRC 657.16705,06:05:11 04-Jun-2019,Fast-GPS,112,41,29,136,100,82,208,43,139,199,189,1,113,90,45,144,104,132,193,57,27,101,96,224,0,8,4,,,,,
