DeployID,Ptt,Instr,Date,Duplicates,Satellite,LocationQuality,Latitude,Longitude,Reason,Possible Timestamp,Possible Type,Byte 0,Byte 1,Byte 2,Byte 3,Byte 4,Byte 5,Byte 6,Byte 7,Byte 8,Byte 9,Byte 10,Byte 11,Byte 12,Byte 13,Byte 14,Byte 15,Byte 16,Byte 17,Byte 18,Byte 19,Byte 20,Byte 21,Byte 22,Byte 23,Byte 24,Byte 25,Byte 26,Byte 27,Byte 28,Byte 29,Byte 30,Byte 31
171242,171242,Mk10,15:08:49 06-Jun-2017,,,,,,Likely MiniPAT,15:08:49 06-Jun-2017,Status,4,21,140,242,48,118,240,49,232,5,176,5,0,80,136,137,48,0,2,128,20,128,3,255,192,0,0,,,,,
171242,171242,Mk10,15:23:49 06-Jun-2017,,,A,47.6770,-122.1360,CRC 29733.52316,15:23:49 06-Jun-2017,Status,4,180,212,245,240,0,35,50,90,4,192,5,0,80,136,137,64,0,3,116,37,128,20,128,3,255,192,,,,,
171242,171242,Mk10,15:54:49 06-Jun-2017,,,3,47.6780,-122.1350,CRC 65167.53743,15:54:48 06-Jun-2017,Status,6,5,140,253,176,254,143,50,104,4,192,5,33,80,136,137,68,0,130,128,20,128,11,251,192,0,0,,,,,
171242,171242,Mk10,16:00:49 06-Jun-2017,,,3,47.6780,-122.1350,CRC 15471.41023,16:00:48 06-Jun-2017,Status,6,5,141,0,48,60,111,50,104,4,193,5,0,80,136,137,64,0,2,144,20,128,3,255,192,0,0,,,,,
171242,171242,Mk10,17:04:49 06-Jun-2017,,,2,47.6800,-122.1350,CRC 14512.22576,17:04:48 06-Jun-2017,Status,6,5,141,17,48,56,176,50,88,4,192,5,128,80,136,137,64,0,2,128,20,128,3,255,192,0,0,,,,,
171242,171242,Mk10,17:36:49 06-Jun-2017,,,2,47.6790,-122.1350,CRC 57922.57732,17:36:48 06-Jun-2017,Status,6,5,141,25,48,226,66,50,72,4,192,5,0,80,136,137,68,0,2,128,20,128,3,255,192,4,0,,,,,
171242,171242,Mk10,18:49:49 06-Jun-2017,,,3,47.6780,-122.1360,CRC 42981.6004,18:49:49 06-Jun-2017,Status,6,180,251,44,112,0,241,50,103,244,192,5,128,64,136,137,68,0,3,167,229,128,20,128,3,255,192,,,,,
171242,171242,Mk10,18:52:49 06-Jun-2017,,,3,47.6780,-122.1360,CRC 64830.46369,18:52:48 06-Jun-2017,Status,6,5,141,45,48,253,62,50,104,4,192,5,0,80,128,137,64,0,2,128,20,128,3,255,192,0,0,,,,,
171242,171242,Mk10,02:00:27 09-Jun-2017,,,,,,Too short,,DiveDepth,57,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171242,171242,Mk10,04:44:44 18-Oct-2017,,,,,,CRC 7296.27609,04:18:00 18-Aug-2017,Fast-GPS,113,200,6,36,69,32,32,91,250,10,180,66,51,91,205,100,69,186,50,188,196,142,97,172,142,2,233,137,2,70,128,
