Prog,PTT,Len,Satellite,Class,Pass,PassDate,PassTime,Latitude,Longitude,Comment,Frequency,Power,IQ,Dups,MsgDate,MsgTime,Latitude2,Longitude2,Duration,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,SENSOR #01,SENSOR #02,SENSOR #03,SENSOR #04,SENSOR #05,SENSOR #06,SENSOR #07,SENSOR #08,SENSOR #09,SENSOR #10,SENSOR #11,SENSOR #12,SENSOR #13,SENSOR #14,SENSOR #15,SENSOR #16,SENSOR #17,SENSOR #18,SENSOR #19,SENSOR #20,SENSOR #21,SENSOR #22,SENSOR #23,SENSOR #24,SENSOR #25,SENSOR #26,SENSOR #27,SENSOR #28,SENSOR #29,SENSOR #30,SENSOR #31,SENSOR #32
5861,171242,27,R, ,3,06-Jun-2017,15:08:49,,,,,,,0,06-Jun-2017,15:08:49,,,180,,,,,,,4,21,140,242,48,118,240,49,232,5,176,5,0,80,136,137,48,0,2,128,20,128,3,255,192,0,0,,,,,
5861,171242,27,R, ,3,06-Jun-2017,15:08:49,,,,,,,0,06-Jun-2017,15:10:49,,,180,,,,,,,4,5,140,242,176,80,48,50,40,4,128,5,0,80,136,137,64,0,2,128,20,128,3,255,192,0,0,,,,,
5861,171242,27,R, ,3,06-Jun-2017,15:08:49,,,,,,,0,06-Jun-2017,15:11:49,,,180,,,,,,,4,188,200,242,240,0,23,50,104,4,192,5,0,80,136,137,64,0,3,168,237,128,20,128,3,255,192,,,,,
5861,171242,27,K,A,4,06-Jun-2017,15:25:08,47.6770,-122.1360,Speed to avg loc 43 x median,401677429,-124,,0,06-Jun-2017,15:23:49,,,180,,,,,,,4,180,212,245,240,0,35,50,90,4,192,5,0,80,136,137,64,0,3,116,37,128,20,128,3,255,192,,,,,
5861,171242,27,K,A,4,06-Jun-2017,15:25:08,47.6770,-122.1360,Speed to avg loc 43 x median,401677429,-124,,0,06-Jun-2017,15:24:49,,,180,,,,,,,6,5,140,246,48,159,218,50,87,244,192,5,0,80,136,137,64,0,2,128,20,128,3,255,192,0,0,,,,,
5861,171242,27,K,A,4,06-Jun-2017,15:25:08,47.6770,-122.1360,Speed to avg loc 43 x median,401677429,-124,,0,06-Jun-2017,15:26:49,,,180,,,,,,,6,5,140,246,176,219,153,50,104,4,192,5,0,80,136,137,64,0,2,128,20,128,3,255,192,0,0,,,,,
5861,171242,27,N,3,5,06-Jun-2017,15:58:05,47.6780,-122.1350,Speed to avg loc 43 x median,401677430,-124,,0,06-Jun-2017,15:54:49,,,420,,,,,,,6,5,140,253,176,254,143,50,104,4,192,5,33,80,136,137,68,0,130,128,20,128,11,251,192,0,0,,,,,
5861,171242,27,N,3,5,06-Jun-2017,15:58:05,47.6780,-122.1350,Speed to avg loc 43 x median,401677430,-124,,0,06-Jun-2017,15:55:49,,,420,,,,,,,6,180,222,253,240,0,67,50,104,20,192,5,0,80,136,137,64,0,3,68,30,128,20,128,3,255,192,,,,,
5861,171242,27,N,3,5,06-Jun-2017,15:58:05,47.6780,-122.1350,Speed to avg loc 43 x median,401677430,-124,,0,06-Jun-2017,15:56:49,,,420,,,,,,,6,5,140,254,48,83,89,50,88,4,192,5,0,80,136,137,64,0,2,128,20,128,3,255,192,0,0,,,,,
5861,171242,27,N,3,5,06-Jun-2017,15:58:05,47.6780,-122.1350,Speed to avg loc 43 x median,401677430,-124,,0,06-Jun-2017,15:57:49,,,420,,,,,,,6,180,224,254,112,0,69,50,88,4,192,5,0,80,136,137,64,0,3,88,20,128,20,128,3,255,192,,,,,
5861,171242,27,N,3,5,06-Jun-2017,15:58:05,47.6780,-122.1350,Speed to avg loc 43 x median,401677430,-124,,0,06-Jun-2017,15:58:49,,,420,,,,,,,6,5,140,254,176,240,53,50,88,20,192,5,0,80,136,137,64,0,2,128,20,128,3,255,192,0,0,,,,,
5861,171242,27,N,3,5,06-Jun-2017,15:58:05,47.6780,-122.1350,Speed to avg loc 43 x median,401677430,-124,,0,06-Jun-2017,16:00:49,,,420,,,,,,,6,5,141,0,48,60,111,50,104,4,193,5,0,80,136,137,64,0,2,144,20,128,3,255,192,0,0,,,,,
5861,171242,27,N,3,5,06-Jun-2017,15:58:05,47.6780,-122.1350,Speed to avg loc 43 x median,401677430,-124,,0,06-Jun-2017,16:01:49,,,420,,,,,,,6,180,225,0,112,0,73,50,104,4,192,5,0,80,136,137,64,0,3,251,238,128,20,128,3,255,192,,,,,
5861,171242,27,A,A,6,06-Jun-2017,16:14:18,47.6780,-122.1360,Speed to avg loc 43 x median,401677430,-127,,0,06-Jun-2017,16:13:49,,,120,,,,,,,6,180,227,3,112,0,85,50,88,4,192,5,0,80,136,137,68,0,3,223,37,128,20,128,3,255,192,,,,,
5861,171242,27,A,A,6,06-Jun-2017,16:14:18,47.6780,-122.1360,Speed to avg loc 43 x median,401677430,-127,,0,06-Jun-2017,16:14:49,,,120,,,,,,,6,5,141,3,176,145,185,50,88,4,192,5,0,80,136,137,68,0,2,128,20,128,3,255,192,0,0,,,,,
5861,171242,27,A,A,6,06-Jun-2017,16:14:18,47.6780,-122.1360,Speed to avg loc 43 x median,401677430,-127,,0,06-Jun-2017,16:15:49,,,120,,,,,,,6,180,227,3,240,0,87,50,104,4,192,5,0,80,136,137,64,0,3,111,52,128,20,128,3,255,192,,,,,
5861,171242,27,K,2,7,06-Jun-2017,17:04:18,47.6800,-122.1350,Speed to avg loc 43 x median,401677430,-129,,0,06-Jun-2017,17:03:49,,,240,,,,,,,6,180,237,16,240,0,135,50,88,4,192,5,0,80,136,137,64,0,3,65,197,128,20,128,3,255,192,,,,,
5861,171242,27,K,2,7,06-Jun-2017,17:04:18,47.6800,-122.1350,Speed to avg loc 43 x median,401677430,-129,,0,06-Jun-2017,17:04:49,,,240,,,,,,,6,5,141,17,48,56,176,50,88,4,192,5,128,80,136,137,64,0,2,128,20,128,3,255,192,0,0,,,,,
5861,171242,27,K,2,7,06-Jun-2017,17:04:18,47.6800,-122.1350,Speed to avg loc 43 x median,401677430,-129,,0,06-Jun-2017,17:05:49,,,240,,,,,,,6,180,237,17,112,0,137,50,88,4,192,5,0,80,136,137,64,0,3,156,31,128,20,128,3,255,192,,,,,
5861,171242,27,K,2,7,06-Jun-2017,17:04:18,47.6800,-122.1350,Speed to avg loc 43 x median,401677430,-129,,0,06-Jun-2017,17:06:49,,,240,,,,,,,6,5,141,17,176,94,216,50,88,4,192,5,0,80,136,137,64,0,2,128,20,128,3,255,192,0,0,,,,,
5861,171242,27,K,2,7,06-Jun-2017,17:04:18,47.6800,-122.1350,Speed to avg loc 43 x median,401677430,-129,,0,06-Jun-2017,17:07:49,,,240,,,,,,,6,180,237,17,240,0,139,50,104,4,192,5,0,80,136,137,64,0,3,28,27,128,20,128,3,255,192,,,,,
5861,171242,27,B,A,8,06-Jun-2017,17:07:48,47.6780,-122.1360,Speed to avg loc 43 x median,401677429,-130,,0,06-Jun-2017,17:07:49,,,120,,,,,,,6,180,237,17,240,0,139,50,104,4,192,5,0,80,136,137,64,0,3,28,27,128,20,128,3,255,192,,,,,
5861,171242,27,B,A,8,06-Jun-2017,17:07:48,47.6780,-122.1360,Speed to avg loc 43 x median,401677429,-130,,0,06-Jun-2017,17:08:49,,,120,,,,,,,6,5,141,18,48,2,80,50,88,20,192,5,0,80,136,137,64,0,2,128,20,128,3,255,192,0,0,,,,,
5861,171242,27,B,A,8,06-Jun-2017,17:07:48,47.6780,-122.1360,Speed to avg loc 43 x median,401677429,-130,,0,06-Jun-2017,17:09:49,,,120,,,,,,,6,180,239,18,112,0,141,50,88,4,192,5,0,80,136,137,64,0,3,85,21,128,20,128,3,255,192,,,,,
5861,171242,27,N,2,9,06-Jun-2017,17:38:48,47.6790,-122.1350,Speed to avg loc 43 x median,401677429,-129,,0,06-Jun-2017,17:36:49,,,240,,,,,,,6,5,141,25,48,226,66,50,72,4,192,5,0,80,136,137,68,0,2,128,20,128,3,255,192,4,0,,,,,
5861,171242,27,N,2,9,06-Jun-2017,17:38:48,47.6790,-122.1350,Speed to avg loc 43 x median,401677429,-129,,0,06-Jun-2017,17:37:49,,,240,,,,,,,6,180,241,25,112,0,169,50,88,4,192,5,0,80,136,137,64,0,3,238,116,128,20,128,3,255,192,,,,,
5861,171242,27,N,2,9,06-Jun-2017,17:38:48,47.6790,-122.1350,Speed to avg loc 43 x median,401677429,-129,,0,06-Jun-2017,17:38:49,,,240,,,,,,,6,5,141,25,176,69,97,50,104,20,192,5,0,80,136,137,68,0,2,128,20,128,3,255,192,0,0,,,,,
5861,171242,27,N,2,9,06-Jun-2017,17:38:48,47.6790,-122.1350,Speed to avg loc 43 x median,401677429,-129,,0,06-Jun-2017,17:39:49,,,240,,,,,,,6,180,241,25,240,0,171,50,104,4,192,5,0,80,136,137,68,0,3,94,101,128,20,128,3,255,192,,,,,
5861,171242,27,N,2,9,06-Jun-2017,17:38:48,47.6790,-122.1350,Speed to avg loc 43 x median,401677429,-129,,0,06-Jun-2017,17:40:49,,,240,,,,,,,6,5,141,26,48,29,166,50,88,4,192,5,0,80,136,137,68,0,2,128,20,128,3,255,192,0,0,,,,,
5861,171242,27,A,2,10,06-Jun-2017,17:55:48,47.6770,-122.1360,Speed to avg loc 43 x median,401677428,-116,,0,06-Jun-2017,17:53:49,,,240,,,,,,,6,180,245,29,112,0,185,50,88,4,192,5,0,80,136,137,60,0,3,30,212,128,20,128,3,255,192,,,,,
5861,171242,27,A,2,10,06-Jun-2017,17:55:48,47.6770,-122.1360,Speed to avg loc 43 x median,401677428,-116,,0,06-Jun-2017,17:54:49,,,240,,,,,,,6,5,141,29,176,101,2,50,104,4,192,5,0,80,136,137,64,0,2,128,20,128,3,255,192,0,0,,,,,
5861,171242,27,A,2,10,06-Jun-2017,17:55:48,47.6770,-122.1360,Speed to avg loc 43 x median,401677428,-116,,0,06-Jun-2017,17:56:49,,,240,,,,,,,6,5,141,30,48,248,193,50,88,4,192,5,0,80,136,137,64,0,2,128,20,128,3,255,192,0,0,,,,,
5861,171242,27,A,2,10,06-Jun-2017,17:55:48,47.6770,-122.1360,Speed to avg loc 43 x median,401677428,-116,,0,06-Jun-2017,17:57:49,,,240,,,,,,,6,180,245,30,112,0,189,50,88,4,192,5,0,80,136,137,64,0,3,244,224,128,20,128,3,255,192,,,,,
5861,171242,27,B,3,11,06-Jun-2017,18:51:18,47.6780,-122.1360,Speed to avg loc 43 x median,401677428,-124,,0,06-Jun-2017,18:49:49,,,180,,,,,,,6,180,251,44,112,0,241,50,103,244,192,5,128,64,136,137,68,0,3,167,229,128,20,128,3,255,192,,,,,
5861,171242,27,B,3,11,06-Jun-2017,18:51:18,47.6780,-122.1360,Speed to avg loc 43 x median,401677428,-124,,0,06-Jun-2017,18:50:49,,,180,,,,,,,6,5,141,44,176,10,68,50,88,4,192,5,0,80,136,137,64,0,2,128,20,128,3,255,192,0,0,,,,,
5861,171242,27,B,3,11,06-Jun-2017,18:51:18,47.6780,-122.1360,Speed to avg loc 43 x median,401677428,-124,,0,06-Jun-2017,18:51:49,,,180,,,,,,,6,180,251,44,240,0,243,50,87,244,192,5,0,80,136,137,64,0,3,23,244,128,20,128,3,255,192,,,,,
5861,171242,27,B,3,11,06-Jun-2017,18:51:18,47.6780,-122.1360,Speed to avg loc 43 x median,401677428,-124,,0,06-Jun-2017,18:52:49,,,180,,,,,,,6,5,141,45,48,253,62,50,104,4,192,5,0,80,128,137,64,0,2,128,20,128,3,255,192,0,0,,,,,
5861,171242,27,A,3,12,06-Jun-2017,19:36:48,47.6780,-122.1340,Speed to avg loc 43 x median,401677428,-124,,0,06-Jun-2017,19:34:49,,,300,,,,,,,6,5,141,56,176,74,251,50,88,4,192,5,0,80,136,137,64,0,2,128,20,128,3,255,192,0,0,,,,,
5861,171242,27,A,3,12,06-Jun-2017,19:36:48,47.6780,-122.1340,Speed to avg loc 43 x median,401677428,-124,,0,06-Jun-2017,19:35:49,,,300,,,,,,,6,180,255,56,240,1,31,50,104,4,192,5,0,80,136,137,64,0,3,62,223,128,20,128,3,255,192,,,,,
5861,171242,27,A,3,12,06-Jun-2017,19:36:48,47.6780,-122.1340,Speed to avg loc 43 x median,401677428,-124,,0,06-Jun-2017,19:36:49,,,300,,,,,,,6,5,141,57,48,189,129,50,104,4,192,5,0,80,136,137,64,0,2,128,20,128,3,255,192,0,0,,,,,
5861,171242,27,A,3,12,06-Jun-2017,19:36:48,47.6780,-122.1340,Speed to avg loc 43 x median,401677428,-124,,0,06-Jun-2017,19:39:49,,,300,,,,,,,6,180,255,57,240,1,35,50,104,4,192,5,0,80,136,137,64,0,3,148,123,128,20,128,3,255,192,,,,,
5861,171242,3,K, ,13,09-Jun-2017,02:00:27,,,,,,,0,09-Jun-2017,02:00:27,,,,,,,,,,57,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5861,171242,31,P, ,14,18-Oct-2017,04:44:44,,,,,,,0,18-Oct-2017,04:44:44,,,,,,,,,,113,200,6,36,69,32,32,91,250,10,180,66,51,91,205,100,69,186,50,188,196,142,97,172,142,2,233,137,2,70,128,
5861,171242,11,K, ,15,18-Oct-2017,07:17:42,,,,,-127,,0,18-Oct-2017,07:17:42,,,200,,,,,,,60,181,166,164,64,70,133,2,2,3,133,,,,,,,,,,,,,,,,,,,,,
5861,171242,15,K, ,15,18-Oct-2017,07:17:42,,,,,-127,,0,18-Oct-2017,07:19:19,,,200,,,,,,,32,39,134,164,64,105,1,151,134,111,133,9,139,42,39,,,,,,,,,,,,,,,,,
5861,171242,15,K, ,15,18-Oct-2017,07:17:42,,,,,-127,,0,18-Oct-2017,07:21:02,,,200,,,,,,,20,98,22,132,101,45,211,45,129,174,99,108,109,52,217,,,,,,,,,,,,,,,,,
5861,171242,15,R,B,16,18-Oct-2017,07:43:34,13.4900,144.7730,,401677407,-127,,0,18-Oct-2017,07:43:34,,,,,,,,,,20,98,54,164,70,0,120,28,43,166,73,119,217,189,200,,,,,,,,,,,,,,,,,
5861,171242,31,R,B,17,18-Oct-2017,09:13:47,13.4940,144.7730,,401677408,-132,,0,18-Oct-2017,09:13:48,,,364,,,,,,,113,193,10,140,4,87,28,224,215,222,205,232,242,123,73,36,51,207,146,192,70,109,131,166,47,44,223,63,25,228,240,
5861,171242,11,R,B,17,18-Oct-2017,09:13:47,13.4940,144.7730,,401677408,-132,,0,18-Oct-2017,09:19:52,,,364,,,,,,,70,232,102,146,8,214,213,247,13,18,105,,,,,,,,,,,,,,,,,,,,,
5861,171242,11,N,B,18,18-Oct-2017,09:27:45,13.4940,144.7720,,401677405,-125,,0,18-Oct-2017,09:27:46,,,,,,,,,,60,181,166,164,64,70,133,2,0,0,0,,,,,,,,,,,,,,,,,,,,,
